epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,102.957,2.87024,4.12859,1.02651,0.31663,0.54545,0.30848,0.10083,2.45707,16.2938,0.8197,0.00081686,0.00081686,0.00081686
15,110.584,3.32899,6.72739,1.03412,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.000852904,0.000852904,0.000852904
16,117.87,3.57571,8.41332,1.04306,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.00088578,0.00088578,0.00088578
17,125.256,3.80804,6.82382,1.0084,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.000915488,0.000915488,0.000915488
18,132.578,3.23386,7.89939,1.04904,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.000942028,0.000942028,0.000942028
19,140.084,3.74702,7.65102,1.02367,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.0009654,0.0009654,0.0009654
20,147.494,3.22263,6.56071,0.93023,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.000985604,0.000985604,0.000985604
21,154.96,3.77505,7.10064,0.98462,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.00100264,0.00100264,0.00100264
22,162.158,3.47057,7.45407,0.95973,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.00101651,0.00101651,0.00101651
23,169.418,3.59569,7.08711,0.93935,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.00102721,0.00102721,0.00102721
24,176.699,4.14863,7.93531,1.00518,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.00103474,0.00103474,0.00103474
25,183.893,3.14828,6.43312,1.03152,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.0010391,0.0010391,0.0010391
26,191.291,3.6624,7.59013,1.01002,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.00101,0.00101,0.00101
27,198.496,3.45032,7.16292,0.95219,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.0009704,0.0009704,0.0009704
28,206.038,3.62824,6.33111,0.94338,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.0009308,0.0009308,0.0009308
29,213.369,3.18267,7.20661,0.89448,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.0008912,0.0008912,0.0008912
30,220.721,3.66218,8.95243,1.12094,0.01,0.13636,0.00272,0.00076,2.2158,9.53934,0.78607,0.0008516,0.0008516,0.0008516
31,227.942,4.13534,7.96521,0.96168,0,0,0,0,1.98184,22.7208,0.78615,0.000812,0.000812,0.000812
32,235.101,2.3234,5.06566,0.92812,0,0,0,0,1.98184,22.7208,0.78615,0.0007724,0.0007724,0.0007724
33,242.365,3.20371,4.93112,0.98575,0,0,0,0,1.98184,22.7208,0.78615,0.0007328,0.0007328,0.0007328
34,249.52,2.38194,5.41849,0.93461,0,0,0,0,1.98184,22.7208,0.78615,0.0006932,0.0006932,0.0006932
35,256.817,2.89298,5.09476,0.95298,0,0,0,0,1.98184,22.7208,0.78615,0.0006536,0.0006536,0.0006536
36,263.984,3.52745,5.65767,0.99163,0,0,0,0,1.98184,22.7208,0.78615,0.000614,0.000614,0.000614
37,271.216,3.14673,6.21302,0.95708,0,0,0,0,1.98184,22.7208,0.78615,0.0005744,0.0005744,0.0005744
38,278.606,2.38387,5.32522,0.957,0,0,0,0,1.98184,22.7208,0.78615,0.0005348,0.0005348,0.0005348
39,285.802,3.20856,5.38841,0.94351,0,0,0,0,1.98184,22.7208,0.78615,0.0004952,0.0004952,0.0004952
40,293.036,2.71871,6.32775,0.94673,0,0,0,0,1.98184,22.7208,0.78615,0.0004556,0.0004556,0.0004556
41,300.113,2.96208,6.07801,0.97545,0,0,0,0,1.98184,22.7208,0.78615,0.000416,0.000416,0.000416
42,307.359,2.52221,5.70958,0.90145,0,0,0,0,1.98184,22.7208,0.78615,0.0003764,0.0003764,0.0003764
43,314.767,2.04537,4.83548,0.91787,0,0,0,0,1.98184,22.7208,0.78615,0.0003368,0.0003368,0.0003368
44,321.849,2.08491,5.43341,0.89943,0,0,0,0,1.98184,22.7208,0.78615,0.0002972,0.0002972,0.0002972
45,328.964,2.42586,5.59331,0.94314,0,0,0,0,1.98184,22.7208,0.78615,0.0002576,0.0002576,0.0002576
46,336.182,2.82122,6.272,0.93365,0,0,0,0,1.98184,22.7208,0.78615,0.000218,0.000218,0.000218
47,343.471,2.74695,6.24669,0.90643,0,0,0,0,1.99949,3.86331,0.76485,0.0001784,0.0001784,0.0001784
48,350.635,2.50102,4.35254,0.86412,0,0,0,0,1.99949,3.86331,0.76485,0.0001388,0.0001388,0.0001388
49,357.719,2.3432,3.89703,0.8818,0,0,0,0,1.99949,3.86331,0.76485,9.92e-05,9.92e-05,9.92e-05
50,364.843,3.11047,5.07919,0.88786,0,0,0,0,1.99949,3.86331,0.76485,5.96e-05,5.96e-05,5.96e-05
