epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,53.4545,1.55921,2.10711,1.27136,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.0003812,0.0003812,0.0003812
14,57.5287,1.90578,2.32771,1.36107,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000401004,0.000401004,0.000401004
15,61.5945,2.21849,2.72355,1.35723,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000419224,0.000419224,0.000419224
16,65.6357,2.14487,3.26621,1.43488,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.00043586,0.00043586,0.00043586
17,69.7308,2.53603,5.17595,1.73259,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000450912,0.000450912,0.000450912
18,73.828,1.69784,2.865,1.33639,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.00046438,0.00046438,0.00046438
19,78.0684,1.69093,2.0412,1.27999,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000476264,0.000476264,0.000476264
20,82.1513,1.74075,1.85367,1.31852,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000486564,0.000486564,0.000486564
21,86.203,1.80145,2.64726,1.3009,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.00049528,0.00049528,0.00049528
22,90.2633,1.78192,3.9906,1.32362,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000502412,0.000502412,0.000502412
23,94.3598,2.13234,2.47373,1.36638,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.00050796,0.00050796,0.00050796
24,98.472,2.19285,3.14523,1.45888,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000511924,0.000511924,0.000511924
25,102.563,2.15698,2.85919,1.37946,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000514304,0.000514304,0.000514304
26,106.64,1.96968,2.29666,1.38937,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.0005151,0.0005151,0.0005151
27,110.698,1.83034,2.29302,1.31332,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000514312,0.000514312,0.000514312
28,114.711,1.58259,2.38436,1.21761,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.00051194,0.00051194,0.00051194
29,118.874,1.88828,2.34466,1.32174,0.43804,0.77968,0.60593,0.28362,1.55621,3.37531,1.26252,0.000507984,0.000507984,0.000507984
30,123.091,1.97094,2.27692,1.36668,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000502444,0.000502444,0.000502444
31,127.088,1.51782,2.31931,1.14486,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.00049532,0.00049532,0.00049532
32,131.133,1.76257,3.05554,1.17648,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000486612,0.000486612,0.000486612
33,135.135,1.66798,2.64828,1.1469,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.00047632,0.00047632,0.00047632
34,139.208,1.79062,3.12564,1.10947,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000464444,0.000464444,0.000464444
35,143.193,1.57109,2.37698,1.12484,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000450984,0.000450984,0.000450984
36,147.224,1.81719,2.93048,1.11296,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.00043594,0.00043594,0.00043594
37,151.251,1.77088,2.82616,1.16077,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000419312,0.000419312,0.000419312
38,155.272,1.67622,4.1593,1.11487,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.0004011,0.0004011,0.0004011
39,159.386,1.65035,2.63921,1.13358,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000381304,0.000381304,0.000381304
40,163.43,1.75334,2.98299,1.15832,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000359924,0.000359924,0.000359924
41,167.444,1.92468,3.51874,1.17717,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.00033696,0.00033696,0.00033696
42,171.493,1.53237,2.29597,1.17817,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000312412,0.000312412,0.000312412
43,175.502,1.93253,3.36827,1.27381,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.00028628,0.00028628,0.00028628
44,179.581,1.55339,2.35098,1.15093,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000258564,0.000258564,0.000258564
45,183.587,1.62828,2.81353,1.10809,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000229264,0.000229264,0.000229264
46,187.571,1.94681,3.2728,1.18605,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.00019838,0.00019838,0.00019838
47,191.574,2.09956,3.29316,1.3159,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.000165912,0.000165912,0.000165912
48,195.589,1.88554,3.31906,1.12388,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,0.00013186,0.00013186,0.00013186
49,199.608,2.38954,4.49764,1.2636,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,9.6224e-05,9.6224e-05,9.6224e-05
50,203.609,2.09895,3.777,1.16415,0.14327,0.54167,0.13218,0.06922,1.64644,2.83896,1.26377,5.9004e-05,5.9004e-05,5.9004e-05
