epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,396.404,2.96967,10.0731,1.73332,0.02761,0.5,0.01707,0.00577,2.15603,40.6692,2.96747,0.0008516,0.0008516,0.0008516
31,409.841,2.40031,6.06475,1.22397,0.02761,0.5,0.01707,0.00577,2.15603,40.6692,2.96747,0.000812,0.000812,0.000812
32,422.88,2.61013,5.81638,1.22699,0.02761,0.5,0.01707,0.00577,2.15603,40.6692,2.96747,0.0007724,0.0007724,0.0007724
33,435.9,2.55185,13.9255,0.99488,0.02761,0.5,0.01707,0.00577,2.15603,40.6692,2.96747,0.0007328,0.0007328,0.0007328
34,449.269,2.5972,13.2031,1.05533,0.02761,0.5,0.01707,0.00577,2.15603,40.6692,2.96747,0.0006932,0.0006932,0.0006932
35,462.323,3.05587,5.87393,1.06031,0.02761,0.5,0.01707,0.00577,2.15603,40.6692,2.96747,0.0006536,0.0006536,0.0006536
36,475.372,2.59664,7.34052,1.29921,0,0,0,0,2.37698,47.065,2.72325,0.000614,0.000614,0.000614
37,488.799,2.15903,4.21127,1.26281,0,0,0,0,2.37698,47.065,2.72325,0.0005744,0.0005744,0.0005744
38,501.819,1.62755,6.26897,0.99622,0,0,0,0,2.37698,47.065,2.72325,0.0005348,0.0005348,0.0005348
39,514.933,2.0532,6.17353,1.09135,0,0,0,0,2.37698,47.065,2.72325,0.0004952,0.0004952,0.0004952
40,528.045,1.95002,3.79946,1.18959,0,0,0,0,2.37698,47.065,2.72325,0.0004556,0.0004556,0.0004556
41,541.017,2.45053,4.87061,1.21353,0,0,0,0,2.37698,47.065,2.72325,0.000416,0.000416,0.000416
42,554.215,2.35465,5.04289,1.45913,0,0,0,0,2.37698,47.065,2.72325,0.0003764,0.0003764,0.0003764
43,567.347,2.40691,5.27882,1.49213,0,0,0,0,2.37698,47.065,2.72325,0.0003368,0.0003368,0.0003368
44,580.413,2.70473,5.95535,1.29352,0,0,0,0,2.37698,47.065,2.72325,0.0002972,0.0002972,0.0002972
45,593.488,2.88953,5.58005,1.45837,0,0,0,0,2.37698,47.065,2.72325,0.0002576,0.0002576,0.0002576
46,606.622,2.58212,3.9959,1.21576,0.18829,0.5,0.165,0.066,1.94946,6.42073,2.1397,0.000218,0.000218,0.000218
47,619.74,2.36659,3.54793,1.14922,0.18829,0.5,0.165,0.066,1.94946,6.42073,2.1397,0.0001784,0.0001784,0.0001784
48,632.636,1.97571,3.51664,1.0841,0.18829,0.5,0.165,0.066,1.94946,6.42073,2.1397,0.0001388,0.0001388,0.0001388
49,645.956,1.72163,3.53677,1.19304,0.18829,0.5,0.165,0.066,1.94946,6.42073,2.1397,9.92e-05,9.92e-05,9.92e-05
50,658.93,2.01429,3.69178,1.06681,0.18829,0.5,0.165,0.066,1.94946,6.42073,2.1397,5.96e-05,5.96e-05,5.96e-05
